ADM_RATE,AGE_ENTRY,AVGFACSAL,CITY,CONTROL,COSTT4_A,ENDOWBEGIN,FEMALE,FIRST_GEN,GRAD_DEBT_MDN,HBCU,HSI,ICLEVEL,INSTNM,INSTURL,MD_EARN_WNE_P10,NANTI,OPEID,PCIP13,PCIP14,PCIP27,PCIP52,PCT_ASIAN,PCT_BLACK,PCT_HISPANIC,PCT_WHITE,PCTPELL,PFTFAC,PREDDEG,RELAFFIL,SAT_AVG,SCH_DEG,STABBR,UGDS,UGDS_MEN,UGDS_WOMEN,UGDS_2MOR,UGDS_AIAN,UGDS_ASIAN,UGDS_BLACK,UGDS_HISP,UGDS_NHPI,UGDS_NRA,UGDS_UNKN,UGDS_WHITE,LATITUDE,LONGITUDE,date
0.9601,27.268406337,8082,Texarkana,1,22050,9569770,0.6505125815,0.4750519751,18953,0,0,1,Texas A&M University-Texarkana,www.tamut.edu/,42272,0,03170300,0.011,0.0525,0.011,0.2265,0.40000000596046,21.1200008392334,6.55999994277954,73.3399963378906,0.5158,0.6566,3,NULL,1053,3,TX,1762,0.3689,0.6311,0.0426,0.0079,0.0193,0.1879,0.1697,0.0006,0.0409,0.0153,0.5159,33.490482,-94.103617,2024-06-13
0.8666,25.237094137,8797,Commerce,1,23353,30171830,0.631394534,0.4202706288,20500,0,0,1,Texas A & M University-Commerce,www.tamuc.edu/,48471,0,00356500,0,0.0209,0.0068,0.1595,1.70000004768371,14.9499998092651,13.5299997329711,74.3000030517578,0.3955,0.9898,3,NULL,1051,3,TX,7517,0.4063,0.5937,0.0698,0.0051,0.0239,0.191,0.2351,0.0017,0.0345,0.0181,0.4208,33.243745,-95.908451,2024-06-13
NULL,26.985881207,7905,Dallas,1,9834,NULL,0.7239532619,0.5606060606,9500,0,1,1,Dallas College,www.dallascollege.edu/pages/default.aspx,39427,0,00445300,0.024,0,0,0.1418,2.53999996185302,33.7099990844726,29.1399993896484,45.8499984741211,0.2183,0.3872,2,NULL,NULL,2,TX,42033,0.3884,0.6116,0.0153,0.0028,0.0599,0.2173,0.4458,0.0004,0.0659,0.035,0.1577,32.766319,-96.794036,2024-06-13
NULL,22.886861618,6150,El Paso,1,12037,781293,0.551612097,0.4874906045,6566,0,1,2,El Paso Community College,www.epcc.edu/,33865,0,01038700,0.0466,0.021,0.0046,0.0771,0.89999997615814,3.04999995231628,79.4499969482422,73.1399993896484,0.3479,0.5056,2,NULL,NULL,2,TX,24423,0.4102,0.5898,0.0027,0.003,0.007,0.0166,0.8554,0.0012,0.0108,0.0448,0.0583,31.773359,-106.373616,2024-06-13
NULL,23.829268293,4716,Borger,1,11056,2097286,0.5703564728,0.4885321101,9500,0,1,2,Frank Phillips College,www.fpctx.edu/,40610,0,00356800,0.0105,0,0,0,0.52999997138977,3.92000007629394,19.5499992370605,83.1900024414062,0.2216,1,2,NULL,NULL,1,TX,777,0.453,0.547,0,0.0579,0.0051,0.0347,0.3475,0.0026,0.0206,0.0721,0.4595,35.657778,-101.406005,2024-06-13
NULL,25.87431694,6674,Galveston,1,11988,NULL,0.5901639344,0.4829351536,10311,0,1,1,Galveston College,https://www.gc.edu/,38748,0,00497200,0,0,0,0,2.77999997138977,22.4099998474121,23.6200008392334,62.9300003051757,0.3549,0.5631,1,NULL,NULL,2,TX,1489,0.323,0.677,0.0148,0.0034,0.0255,0.1793,0.4063,0,0.0074,0.0175,0.3459,29.284735,-94.807686,2024-06-13
NULL,25.753918495,6529,Denison,1,9575,13418130,0.5971786834,0.5015069319,12250,0,0,1,Grayson College,grayson.edu/,40062,0,00357000,0.0253,0.0019,0,0.0603,0.74000000953674,6.42000007629394,7.40000009536743,85.4199981689453,0.4464,0.5606,1,NULL,NULL,2,TX,2728,0.3728,0.6272,0,0.04,0.0235,0.0993,0.1602,0.004,0.0084,0.0055,0.6591,33.70574,-96.633891,2024-06-13
0.5609,28.734082397,5441,San Antonio,2,NULL,NULL,0.3233458177,0.4601769912,25438,0,1,1,Hallmark University,https://www.hallmarkuniversity.edu/,39118,0,01050900,0,0,0,0.1635,1.63999998569488,6.92999982833862,50.0099983215332,70.6299972534179,0.4881,0.4342,3,NULL,NULL,2,TX,844,0.6517,0.3483,0.0687,0.0024,0.0308,0.1244,0.4656,0.0071,0,0.0261,0.2749,29.538442,-98.568618,2024-06-13
0.9459,21.620253165,7195,Abilene,2,44456,187850376,0.5303797468,0.3147138965,24711,0,0,1,Hardin-Simmons University,https://www.hsutx.edu/,51029,0,00357100,0.0935,0,0.0062,0.2492,1.80999994277954,5.82999992370605,17.0100002288818,82.370002746582,0.3907,0.5465,3,54,1068,3,TX,1459,0.4716,0.5284,0.037,0.0082,0.0144,0.1186,0.2413,0.0027,0.0322,0.0041,0.5415,32.476434,-99.73564,2024-06-13
NULL,25.356173677,6043,Athens,1,13692,6807742,0.6272048847,0.4843940008,10426,0,1,1,Trinity Valley Community College,www.tvcc.edu/,36057,0,00357200,0.0366,0,0,0.0278,0.76999998092651,12.9300003051757,10.4600000381469,79.1399993896484,0.2776,0.6299,2,NULL,NULL,2,TX,4597,0.3963,0.6037,0.0144,0.0028,0.0065,0.1394,0.2526,0.0011,0.0091,0.0487,0.5253,32.196596,-95.858513,2024-06-13
NULL,25.196213425,5834,Hillsboro,1,12784,11436585,0.6167527252,0.4843228819,10000,0,0,2,Hill College,https://www.hillcollege.edu/,37852,0,00357300,0.0258,0,0,0.0994,0.61000001430511,6.65999984741211,14.8900003433227,84.0999984741211,0.3091,0.4251,2,NULL,NULL,2,TX,1973,0.373,0.627,0.0405,0.0046,0.0035,0.0613,0.2762,0.002,0.0127,0.0117,0.5874,32.010928,-97.088332,2024-06-13
0.8487,22.081967213,7675,Houston,2,43927,111223114,0.6459016393,0.3627546072,22642,0,1,1,Houston Baptist University,https://www.hbu.edu/,53245,0,00357600,0.0391,0,0,0.1652,8.28999996185302,19,22.9799995422363,59.7799987792968,0.4782,0.4627,3,54,1155,3,TX,2773,0.3462,0.6538,0.0375,0.0022,0.0822,0.2283,0.3682,0.0022,0.049,0.0231,0.2074,29.693819,-95.515954,2024-06-13
0.9119,27.575250836,9556,Houston,1,27188,29961700,0.6814381271,0.4821073559,17831,0,1,1,University of Houston-Clear Lake,www.uhcl.edu/,55946,0,01171100,0,0.0274,0.0175,0.2614,3.59999990463256,10.9300003051757,24.3799991607666,72.0800018310547,0.4218,0.9964,3,NULL,1071,3,TX,6747,0.3585,0.6415,0.032,0.0012,0.0748,0.0679,0.4753,0.0004,0.025,0.0087,0.3145,29.582523,-95.098129,2024-06-13
NULL,26.454795533,7341,Houston,1,12028,10499140,0.5942272951,0.499465069,13921,0,1,2,Houston Community College,www.hccs.edu/,38435,0,01063300,0.0139,0.0163,0.0004,0.2022,6.3600001335144,27.6200008392334,34.5400009155273,47.2799987792968,0.3183,0.3598,2,NULL,NULL,2,TX,38181,0.3921,0.6079,0.0233,0.0012,0.099,0.2936,0.3569,0.001,0.0922,0.0146,0.1182,29.742114,-95.377319,2024-06-13
0.9484,26.975800447,8642,Houston,1,21607,47524636,0.6537602383,0.5270877691,18750,0,1,1,University of Houston-Downtown,www.uhd.edu/,52929,0,00361200,0,0,0.0094,0.3228,5.46999979019165,23.1000003814697,33.1899986267089,53.6899986267089,0.4773,0.5134,3,NULL,NULL,3,TX,13515,0.3644,0.6356,0.0246,0.0012,0.0813,0.1823,0.5288,0.0004,0.054,0.005,0.1223,29.7661,-95.359338,2024-06-13
0.5335,26.757462687,9010,Victoria,1,21013,18001469,0.6554726368,0.4573304158,18973,0,1,1,University of Houston-Victoria,www.uhv.edu/,50692,0,01323100,0,0,0.0022,0.3688,2.80999994277954,9.97000026702881,30.5100002288818,72.25,0.4443,0.64,3,NULL,NULL,3,TX,2956,0.3474,0.6526,0.0233,0.0007,0.0636,0.1289,0.4553,0.0014,0.0223,0.0081,0.2963,28.816248,-96.976334,2024-06-13
0.6552,22.612481315,12476,Houston,1,24014,930029968,0.5257100149,0.4049271339,18194,0,1,1,University of Houston,www.uh.edu/,59580,0,00365200,0,0.0708,0.0139,0.2706,6.5,16.9799995422363,26.2999992370605,62.25,0.3987,0.7851,3,NULL,1235,3,TX,37553,0.4867,0.5133,0.0326,0.001,0.2383,0.1082,0.3707,0.0007,0.0355,0.0145,0.1986,29.720393,-95.343537,2024-06-13
NULL,24.523954373,4808,Big Spring,1,13502,5911283,0.6570342205,0.5141811528,9500,0,1,2,Howard College,https://www.howardcollege.edu/,36875,0,00357400,0.034,0.0085,0.0043,0.1149,0.80000001192092,5.38000011444091,33.3899993896484,78.0100021362304,0.236,1,2,NULL,NULL,2,TX,1790,0.3011,0.6989,0.0352,0.0017,0.0067,0.0374,0.5503,0.0006,0.0212,0,0.3469,32.252292,-101.450104,2024-06-13
0.5926,20.827988338,5897,Brownwood,2,41266,59641734,0.3906705539,0.3740095087,26793,0,1,1,Howard Payne University,www.hputx.edu/,48283,0,00357500,0.1576,0.0163,0.0054,0.2065,1.47000002861022,7.57000017166137,21.5100002288818,80.0699996948242,0.3089,1,3,54,NULL,3,TX,775,0.5252,0.4748,0.0452,0.0052,0.0026,0.1045,0.2839,0.0052,0,0.0297,0.5239,31.716467,-98.985204,2024-06-13
0.5003,25.389908257,5562,Austin,2,17640,10954922,0.5871559633,0.4343971631,30750,1,1,1,Huston-Tillotson University,www.htu.edu/,40582,0,00357700,0.0917,0,0.0138,0.2018,2.85999989509582,23.6399993896484,30.4400005340576,56.2200012207031,0.6651,0.5,3,78,918,3,TX,990,0.401,0.599,0.0051,0.001,0.004,0.6384,0.2798,0.002,0.0242,0.003,0.0424,30.264667,-97.721691,2024-06-13
0.9422,26.018378378,8741,San Antonio,2,43915,143846947,0.6407207207,0.4326269492,27000,0,1,1,University of the Incarnate Word,www.uiw.edu/,51494,0,00357800,0.0214,0.0086,0.0043,0.335,1.90999996662139,6.78999996185302,46.7299995422363,72.4499969482422,0.4247,0.5097,3,30,1042,3,TX,4689,0.367,0.633,0.0226,0.0045,0.025,0.0695,0.643,0.0034,0.0348,0.0333,0.164,29.46708,-98.46583,2024-06-13
NULL,22.169291339,3873,Jacksonville,2,16073,1243844,0.6141732283,0.5327102804,PrivacySuppressed,0,0,2,Jacksonville College-Main Campus,jacksonvillecollege.edu/,35852,0,00357900,0,0,0,0,0.69999998807907,17.4200000762939,14.9600000381469,71.9499969482422,0.3527,0.2,2,54,NULL,2,TX,227,0.511,0.489,0.0396,0.0044,0,0.2247,0.2687,0,0.0044,0.2159,0.2423,31.965846,-95.281311,2024-06-13
NULL,22.312790698,6423,Hawkins,2,25083,7397757,0.5162790698,0.4596443228,27000,1,0,1,Jarvis Christian University,www.jarvis.edu/,29601,0,00363700,0,0,0.0222,0.3444,1.86000001430511,36.2999992370605,19.2199993133544,50.5900001525879,0.7246,0.3505,3,61,NULL,3,TX,717,0.4491,0.5509,0.0084,0.0098,0,0.7476,0.1771,0,0.0209,0.0209,0.0153,32.587942,-95.181513,2024-06-13
NULL,24.594385965,5341,Kilgore,1,13581,22170293,0.5421052632,0.5388450353,14967,0,0,2,Kilgore College,https://www.kilgore.edu/,35179,0,00358000,0.0157,0,0,0.0543,0.64999997615814,18.8899993896484,9,74.0800018310547,0.381,0.3603,2,NULL,NULL,2,TX,3341,0.3987,0.6013,0.0317,0.0057,0.0069,0.22,0.217,0.0003,0.0218,0.0003,0.4963,32.377821,-94.871468,2024-06-13
0.8806,25.370237562,8438,Beaumont,1,21356,133182264,0.653966831,0.4325285896,21250,0,0,1,Lamar University,www.lamar.edu/,45940,0,00358100,0,0.1253,0.0101,0.141,2.63000011444091,23.9699993133544,13.2200002670288,65.5699996948242,0.4226,0.8049,3,NULL,1012,3,TX,7881,0.4081,0.5919,0.0135,0.0038,0.0499,0.2766,0.2274,0.0004,0.0112,0.0255,0.3918,30.042738,-94.072244,2024-06-13
NULL,25.101293103,5969,Orange,1,7852,5646310,0.724137931,0.521631644,10959,0,0,2,Lamar State College-Orange,www.lsco.edu/,37385,0,02358200,0.038,0,0,0.1014,1.0900000333786,15.829999923706,4.46999979019165,79.75,0.283,0.5347,1,NULL,NULL,1,TX,1458,0.2901,0.7099,0,0.0048,0.0103,0.1914,0.0905,0,0.0007,0.0089,0.6934,30.0922,-93.732235,2024-06-13
NULL,26.395592865,5054,Port Arthur,1,12583,7815182,0.5949632739,0.5058064516,13250,0,1,2,Lamar State College-Port Arthur,www.lamarpa.edu/,35700,0,02348500,0.0038,0,0,0.0911,3.98000001907348,30.6399993896484,13.0900001525878,57.2299995422363,0.3429,0.6098,2,NULL,NULL,2,TX,2274,0.361,0.639,0.015,0.0031,0.0545,0.2797,0.3716,0.0013,0,0.0048,0.27,29.880385,-93.925886,2024-06-13
NULL,21.024931439,6943,Laredo,1,11346,3287305,0.5263026677,0.5432893466,2959,0,1,1,Laredo College,www.laredo.edu/,33540,0,00358200,0,0,0,0.0748,0.43999999761581,0.55000001192092,93.0999984741211,81.7799987792968,0.3364,0.5396,2,NULL,NULL,2,TX,8013,0.4169,0.5831,0.0002,0.0007,0.0016,0.0012,0.9674,0,0,0.0097,0.019,27.506477,-99.520772,2024-06-13
0.5438,21.690728264,8493,Laredo,1,14898,52480437,0.6114854026,0.4917466411,15000,0,1,1,Texas A & M International University,www.tamiu.edu/,47235,0,00965100,0,0.0303,0.0163,0.2002,0.56999999284744,0.87000000476837,90.7300033569336,81.0999984741211,0.652,0.5878,3,NULL,992,3,TX,6352,0.3851,0.6149,0.002,0.0005,0.0035,0.0063,0.9203,0,0.0444,0.0008,0.0222,27.571172,-99.436043,2024-06-13
NULL,28.200271248,7069,Baytown,1,10961,383122,0.4715189873,0.5481049563,7500,0,1,2,Lee College,www.lee.edu/,39277,0,00358300,0.0204,0.0033,0.0005,0.4528,1.26999998092651,14.9600000381469,24.8700008392334,69.9000015258789,0.2933,0.4129,1,NULL,NULL,1,TX,7118,0.5108,0.4892,0.027,0.0046,0.0202,0.1343,0.4734,0,0.0013,0.0204,0.3188,29.732505,-94.978184,2024-06-13
0.5419,27.539832285,6423,Longview,2,45711,22868311,0.5167714885,0.3405714286,26000,0,0,1,LeTourneau University,www.letu.edu/,55560,0,00358400,0.096,0.2514,0.0085,0.1582,3.20000004768371,14.8199996948242,16.1700000762939,72.120002746582,0.1987,0.3462,3,42,1250,3,TX,1623,0.6106,0.3894,0.0542,0.0062,0.0179,0.0702,0.0604,0.0012,0.0573,0.0456,0.687,32.46632,-94.726394,2024-06-13
0.9518,24.203143894,6733,Lubbock,2,38035,22815546,0.6372430472,0.359947644,20948,0,0,1,Lubbock Christian University,https://www.lcu.edu/,47426,0,00358600,0.1395,0,0.0349,0.0775,1.36000001430511,5.32000017166137,25.6700000762939,78.8499984741211,0.3082,0.5146,3,74,1107,3,TX,1275,0.36,0.64,0.0133,0.011,0.0094,0.0455,0.2125,0.0024,0.0282,0.0494,0.6282,33.575973,-101.934426,2024-06-13
NULL,26.357565511,6623,Texas City,1,8428,2615669,0.6331360947,0.4648760331,5960,0,1,1,College of the Mainland,www.com.edu/,41722,0,00709600,0.017,0,0,0.0717,1.72000002861022,21.1100006103515,18.9699993133544,66.5999984741211,0.1998,0.9912,2,NULL,NULL,2,TX,2750,0.3731,0.6269,0.028,0.0051,0.0251,0.1749,0.3844,0.0015,0.0022,0.0091,0.3698,29.39581,-94.999602,2024-06-13
0.9934,22.215641173,8021,Belton,2,44214,92798617,0.6331224842,0.3244084682,26000,0,0,1,University of Mary Hardin-Baylor,https://go.umhb.edu/,52159,0,00358800,0.0985,0.0119,0.006,0.1507,2.30999994277954,11.579999923706,17.1399993896484,75.1800003051757,0.3747,1,3,54,1084,3,TX,3176,0.3501,0.6499,0.0315,0.0047,0.0157,0.136,0.2424,0.0016,0.0082,0.0211,0.5387,31.066793,-97.463471,2024-06-13
NULL,24.392937641,7764,Waco,1,13373,11521908,0.6548960681,0.4728406055,10500,0,1,2,McLennan Community College,www.mclennan.edu/,37865,0,00359000,0.0159,0.0117,0.0005,0.1018,0.97000002861022,16.1000003814697,17.2000007629394,71.9199981689453,0.3637,0.5262,2,NULL,NULL,2,TX,5467,0.2923,0.7077,0.0401,0.0026,0.0145,0.1536,0.3452,0.0007,0.0005,0.0051,0.4377,31.58947,-97.171228,2024-06-13
0.7835,21.886363636,6983,Abilene,2,43389,95636072,0.4303977273,0.3742038217,27000,0,1,1,McMurry University,https://mcm.edu/,46461,0,00359100,0.1667,0,0.0088,0.1711,1.66999995708465,7.46000003814697,22.3600006103515,78.5999984741211,0.5032,1,3,71,1147,3,TX,1115,0.5049,0.4951,0.017,0.0063,0.0036,0.1641,0.3381,0.0027,0.0126,0.017,0.4386,32.429776,-99.748682,2024-06-13
NULL,27.197718631,NULL,Lubbock,2,NULL,NULL,0.8365019011,0.4188034188,12969,0,0,2,Covenant School of Nursing and Allied Health,https://covenanthealth.org/cson,72206,0,00661200,0,0,0,0,1.15999996662139,5.09999990463256,26.1700000762939,78.7200012207031,0.3832,NULL,1,30,NULL,1,TX,377,0.13,0.87,0.0159,0,0.0265,0.0451,0.3289,0.0027,0,0.2202,0.3607,33.5757,-101.937872,2024-06-13
NULL,25.380637402,7028,Midland,1,11503,48585622,0.6422128683,0.5471556886,10670,0,0,1,Midland College,www.midland.edu/,41811,0,00979700,0.0185,0.0037,0,0.0826,0.82999998331069,6.96000003814697,35.3899993896484,75.5100021362304,0.2331,0.4681,1,NULL,NULL,2,TX,4818,0.3902,0.6098,0.0178,0.0042,0.0174,0.0538,0.582,0.0006,0.0218,0.0118,0.2906,32.029646,-102.106153,2024-06-13
0.946,23.62908778,8163,Wichita Falls,1,20142,91267383,0.5839070568,0.381792183,21030,0,0,1,Midwestern State University,www.msutexas.edu/,53007,0,00359200,0.0131,0.0333,0.0079,0.156,2.33999991416931,10.3000001907348,13.6499996185302,78.120002746582,0.4028,0.7139,3,NULL,NULL,3,TX,4832,0.3524,0.6476,0.0377,0.0054,0.0298,0.1538,0.2341,0.0019,0.0673,0.0093,0.4609,33.874809,-98.519386,2024-06-13
NULL,23.875862069,6210,Corsicana,1,16864,4328471,0.5719381688,0.4848741872,11000,0,0,2,Navarro College,www.navarrocollege.edu/,37902,0,00359300,0.0355,0.0023,0,0.0679,0.93999999761581,17.5699996948242,17.079999923706,70.6600036621093,0.3019,0.3535,2,NULL,NULL,2,TX,6565,0.3797,0.6203,0.0434,0.0035,0.0101,0.1624,0.1686,0.0034,0.0062,0.0233,0.5791,32.076061,-96.498731,2024-06-13
NULL,25.320177402,7818,The Woodlands,1,14166,18250025,0.6170810107,0.5052254098,8600,0,1,1,Lone Star College System,www.lonestar.edu/,41926,0,01114500,0.0261,0.0033,0,0.0823,3.84999990463256,15.2299995422363,22.2000007629394,68.6800003051757,0.2128,1,2,NULL,NULL,2,TX,49093,0.3884,0.6116,0.0351,0.0018,0.0638,0.1423,0.4402,0,0.0413,0.0138,0.2616,30.18737,-95.488103,2024-06-13
0.8142,22.22931591,10650,Denton,1,22558,223931433,0.5485318429,0.347966205,19250,0,1,1,University of North Texas,www.unt.edu/,54047,0,00359400,0.0044,0.0413,0.0073,0.1967,3.51999998092651,11.0699996948242,17.0699996948242,75.2699966430664,0.2154,0.7238,3,NULL,1127,3,TX,32590,0.4606,0.5394,0.0458,0.0025,0.0772,0.1457,0.2731,0.0009,0.0449,0.0078,0.4021,33.211178,-97.148422,2024-06-13
NULL,24.97577389,6199,Mount Pleasant,1,14353,6698434,0.6177658143,0.5360995851,10946,0,1,2,Northeast Texas Community College,www.ntcc.edu/,34206,0,02315400,0.0127,0,0,0.1275,0.34000000357627,13.5600004196167,13.7600002288818,76.2900009155273,0.5339,1,2,NULL,NULL,2,TX,1795,0.3304,0.6696,0.0206,0.0089,0.0056,0.1214,0.3437,0.0006,0.0295,0.0017,0.468,33.104931,-94.881855,2024-06-13
NULL,25.295384615,6538,Odessa,1,10866,12816355,0.6343589744,0.5713346483,7750,0,1,1,Odessa College,www.odessa.edu/,41093,0,00359600,0.0684,0.0191,0.0012,0.1525,0.64999997615814,4.38999986648559,43.6699981689453,74.870002746582,0.2247,0.3621,2,NULL,NULL,2,TX,4537,0.3458,0.6542,0,0.0044,0.0086,0.0712,0.6659,0.0022,0.0051,0.0203,0.2224,31.866812,-102.383477,2024-06-13
0.6578,23.593380615,7104,San Antonio,2,39593,28253159,0.6926713948,0.4759284732,24999,0,1,1,Our Lady of the Lake University,https://www.ollusa.edu/,46486,0,00359800,0.0763,0,0.0038,0.145,1.80999994277954,7.71000003814697,56.5400009155273,67.6100006103515,0.5773,0.4296,3,30,989,3,TX,1188,0.3207,0.6793,0.0008,0,0.0034,0.0547,0.7912,0,0.0194,0.0513,0.0791,29.426194,-98.54365,2024-06-13
0.939,22.749964311,8551,Edinburg,1,14970,68743182,0.5758743754,0.5259824759,12950,0,1,1,The University of Texas Rio Grande Valley,www.utrgv.edu/,47698,0,00359900,0,0.0654,0.012,0.1125,0.68000000715255,0.91000002622604,86,78.3399963378906,0.6271,0.8241,3,NULL,NULL,3,TX,26402,0.4072,0.5928,0.0022,0.0005,0.0105,0.0038,0.9363,0.0003,0.0157,0.0078,0.0229,26.306759,-98.173567,2024-06-13
NULL,21.861346411,4668,Brownsville,1,10218,219865,0.551047704,0.5624640184,9000,0,1,2,Texas Southmost College,www.tsc.edu/,40076,0,03064600,0.0904,0,0,0.0762,0.54000002145767,0.68999999761581,87.0599975585937,80.6100006103515,0.3215,0.3288,2,NULL,NULL,2,TX,3865,0.4248,0.5752,0.0016,0.0013,0.0041,0.001,0.9527,0,0.0003,0.0116,0.0274,25.899628,-97.492241,2024-06-13
NULL,25.97005571,6194,Carthage,1,14068,11396822,0.7493036212,0.5112359551,10500,0,0,2,Panola College,www.panola.edu/,35407,0,00360000,0.0177,0,0,0.0554,0.43999999761581,23.0100002288818,6.76999998092651,71.4300003051757,0.3088,1,1,NULL,NULL,1,TX,1539,0.2788,0.7212,0.0162,0.0045,0.0058,0.2248,0.1832,0,0.0143,0,0.551,32.156214,-94.356355,2024-06-13
NULL,24.585519922,6627,Paris,1,13339,21872809,0.5966958212,0.5541401274,5342,0,0,2,Paris Junior College,www.parisjc.edu/,33902,0,00360100,0.0148,0.0048,0.0005,0.044,0.47999998927116,13.3100004196167,6.73000001907348,80.0800018310547,0.2895,0.5423,1,NULL,NULL,2,TX,2418,0.3623,0.6377,0.0314,0.0141,0.0095,0.1079,0.225,0.0025,0.0004,0.007,0.6022,33.650929,-95.529177,2024-06-13
0.8738,22.350951374,5846,Dallas,2,14492,2913488,0.5644820296,0.4846938776,23373,1,0,1,Paul Quinn College,www.pqc.edu/,35695,0,00360200,0.011,0,0,0.4835,2.14000010490417,41.3499984741211,21.9899997711181,43.1399993896484,0.7484,0.4412,3,51,NULL,3,TX,384,0.4323,0.5677,0.0469,0,0,0.7656,0.1719,0,0.0078,0,0.0078,32.678837,-96.755778,2024-06-13
0.77,20.85173135,8308,Prairie View,1,25513,86536536,0.6100395073,0.3349093775,27000,1,0,1,Prairie View A & M University,www.pvamu.edu/,43390,0,00363000,0,0.1339,0.0034,0.1216,3.72000002861023,34.2400016784668,21.7199993133544,49.0800018310547,0.6444,0.8695,3,NULL,966,3,TX,8444,0.3214,0.6786,0.0223,0.002,0.0095,0.858,0.0793,0.0006,0.0141,0.0034,0.0108,30.092425,-95.989475,2024-06-13
NULL,23.707537688,4202,Ranger,1,11763,NULL,0.591959799,0.4595238095,9500,0,1,2,Ranger College,https://www.rangercollege.edu/,43516,0,00360300,0.0145,0,0,0,1.17999994754791,10.0500001907348,19.1700000762939,77.6600036621093,0.1423,0.3401,2,NULL,NULL,2,TX,2066,0.4472,0.5528,0.0315,0.0029,0.0048,0.0276,0.3209,0.0005,0.0257,0.0077,0.5784,32.456773,-98.685215,2024-06-13
0.0948,19.568720379,16699,Houston,2,69557,6166323000,0.4518167457,0.1447587354,11000,0,0,1,Rice University,www.rice.edu/,87254,0,00360400,0,0.1758,0.0538,0.0018,5.42000007629394,10.7200002670288,17.0699996948242,74.7600021362304,0.1597,0.8037,3,NULL,1534,3,TX,4240,0.5156,0.4844,0.0483,0.0005,0.2837,0.0795,0.1557,0.0009,0.1236,0.0113,0.2965,29.717897,-95.402035,2024-06-13
0.9217,21.457573853,9265,Austin,2,59776,110657639,0.6216216216,0.3254397835,24803,0,1,1,Saint Edward's University,https://www.stedwards.edu/,56465,0,00362100,0.0242,0,0.0109,0.2645,3.35999989509582,7.05999994277954,29.25,75.4899978637695,0.3852,0.4648,3,30,NULL,3,TX,2867,0.3788,0.6212,0.0286,0.0031,0.03,0.0335,0.5106,0.0007,0.0516,0.0094,0.3324,30.229618,-97.754998,2024-06-13
NULL,25.645979021,6696,San Antonio,1,11616,NULL,0.5737179487,0.5499474238,9500,1,0,2,St Philip's College,www.alamo.edu/spc/,36707,0,00360800,0.0162,0,0,0.0324,1.40999996662139,11.8100004196167,52.9900016784668,63.9300003051757,0.1804,0.5819,2,NULL,NULL,2,TX,8900,0.3861,0.6139,0.0331,0.0026,0.0248,0.1061,0.6471,0.0016,0.0009,0.0034,0.1804,29.41508,-98.453285,2024-06-13
0.9842,23.40625,8041,Houston,2,42402,108166797,0.7171052632,0.3778625954,19928,0,1,1,University of St Thomas,https://www.stthom.edu/,54322,0,00365400,0,0.0043,0.0194,0.2495,5.80000019073486,13.7600002288818,26.6900005340576,66.0500030517578,0.3719,0.904,3,30,1123,3,TX,2603,0.3884,0.6116,0.0177,0.0015,0.1095,0.111,0.4841,0.0012,0.0496,0.0204,0.2051,29.736438,-95.393102,2024-06-13
0.9658,22.117593437,8061,Huntsville,1,23209,133127466,0.6614142466,0.4140865737,21983,0,1,1,Sam Houston State University,www.shsu.edu/,52250,0,00360600,0.0729,0,0.0055,0.1763,2.78999996185302,13.7299995422363,18.9799995422363,73.1600036621093,0.3941,0.7814,3,NULL,1041,3,TX,18288,0.3622,0.6378,0.0335,0.0068,0.0203,0.1704,0.2638,0.0014,0.0091,0.0184,0.4764,30.714738,-95.546205,2024-06-13
NULL,24.792100257,7807,San Antonio,1,11405,NULL,0.6006489874,0.5158227848,10500,0,1,2,San Antonio College,www.alamo.edu/sac,37120,0,00916300,0.0247,0.0015,0.0005,0.0471,1.48000001907348,6.44000005722046,54.6599998474121,70.4100036621093,0.2679,0.5085,2,NULL,NULL,2,TX,14741,0.3658,0.6342,0.0325,0.0024,0.0216,0.0746,0.6781,0.0012,0.0035,0.0001,0.186,29.44634,-98.497647,2024-06-13
NULL,24.166589381,7230,Pasadena,1,14550,6816178,0.5978437283,0.5342917041,9500,0,1,1,San Jacinto Community College,www.sanjac.edu/,43260,0,00360900,0.0463,0.0067,0.0232,0.1484,3.26999998092651,14.6599998474121,33.9500007629394,63.9199981689453,0.2287,0.3982,2,NULL,NULL,2,TX,23993,0.4032,0.5968,0.0195,0.002,0.0491,0.0923,0.6316,0.0008,0.0067,0.0045,0.1935,29.660032,-95.114677,2024-06-13
0.8378,23.248153619,7290,Kerrville,2,43090,72991869,0.6041358936,0.3729903537,23250,0,1,1,Schreiner University,www.schreiner.edu/,47674,0,00361000,0.0611,0.0115,0.0229,0.1374,1.23000001907348,3.53999996185302,24.2999992370605,84.4700012207031,0.3511,0.6263,3,66,1073,3,TX,967,0.4498,0.5502,0.0352,0.0052,0.0103,0.0383,0.3681,0.0021,0.0093,0,0.5315,30.031458,-99.130586,2024-06-13
